ANALYST,ESTIMID,COUNT_RECOM,COUNT_TP
STASZAK J,ARGUS,533,2
STATHOULOPOUL C,SUSQUEH,48,0
STATHOULOPOULOS C,CFRANOWM,0,1
STATHOULOPOULOS C,SUSQUEH,0,343
STAUBO J,FEARNLEY,33,40
STAUDER D,JOLSON,2,4
STAUFF J,CRTCAP,1,0
STAUFF J,SUSQUEH,39,147
STAVITSKI L,SIDOTI,13,37
STAVROPOULOS P,CANTORFZ,9,35
STAVROS C,MONTSEC,0,1
STAVSETH E,ARCTIC,10,89
STEADMAN D,CANACCOR,20,112
STEED J,JPMORGAN,1,3
STEED T,CANTORFZ,9,18
STEED T,FRCLAYSC,16,25
STEED T,MERRILL,33,174
STEEGERS P,MERRILL,10,42
STEELE A,FELTL,1,4
STEEP P,FBOSTON,0,1
STEEP P,MCLEOD,42,257
STEEP P,WHEAT,0,1
STEER N,REDBURN,5,0
STEERS C,FOXPITT,2,0
STEERS C,MACQUARI,6,0
STEFANI F,LARRAIN,4,3
STEFANO P,LAWRENCE,25,248
STEFANOU N,RENCAP,4,11
STEGER J,BUCK,2,15
STEIB M,FBOSTON,22,83
STEIB M,MORGAN,1,8
STEIGER A,GOLDMAN,5,0
STEIN A,JPMORGAN,1,5
STEIN C,WHEAT,1,12
STEIN D,SPROTTSE,12,18
STEIN J,FULGLO,30,60
STEIN J,NORTHRES,60,75
STEIN J,STEINRES,43,132
STEIN J,TICON,18,6
STEIN K,POINT,0,1
STEIN S,MORGAN,78,223
STEIN W,FBOSTON,45,279
STEIN W,JANNEY,0,1
STEIN W,MORGAN,0,1
STEIN W,ROBINSON,108,881
STEINBERG A,MLGA,0,2
STEINBERG A,RTXSECS,14,19
STEINBERG D,JEFFEREG,49,405
STEINBERG D,LAWRENCE,31,254
STEINER P,JBEF,1,0
STEINERMAN A,BEAR,1,4
STEINERMAN A,JPMORGAN,54,712
STEINERMAN A,MERRILL,0,2
STEINKE K,BARRING,56,403
STEINKE K,CFRANOWM,0,1
STEINMETZ J,MORGAN,2,9
STELLICK C,INDALSEC,1,1
STELMACH S,FRIEDMAN,41,270
STEMBER S,CLKA,45,204
STEMBER S,CRUTTEN,14,44
STEMBER S,MKMPARTN,11,26
STEMBER S,SIDOTI,44,235
STENDER T,CASAVX,0,1
STENDER T,RBCDOMIN,0,1
STENDER T,ROSSEC,0,1
STENDER T,WHEAT,112,317
STENE F,PARETO,1,6
STENE F,RSPLATOU,1,1
STENHAGEN O,ENSKILSS,16,29
STENSHALL M,DANBORS,1,0
STENT J,EXANE,6,38
STEPA A,DEACON,0,1
STEPA A,DESJARD,3,0
STEPHAN J,CFRANOWM,0,1
STEPHAN J,LAKES,5,17
STEPHAN T,STIFEL,8,26
STEPHENS B,MKEEGAN,12,0
STEPHENSON J,SUMMER,17,38
STEPHENSON K,IMPERCAP,3,6
STERCK E,BURNS,27,21
STERCK E,GKM,1,0
STERK I,COOPER,5,10
STERLING K,GHUNTER,31,58
STERLING K,SCOTT,38,132
STERLING K,STEPHENS,7,28
STERLING K,THEBENCH,4,5
STERLING K,WESTPARK,4,1
STERNICK C,JPMORGAN,6,29
STEUART D,INDALSEC,2,0
STEUART S,CFRANOWM,0,1
STEUART S,TDSI,67,331
STEVENS A,SUSQUEH,2,7
STEVENS C,MCDONALD,22,108
STEVENS J,MRNGSTAR,53,3
STEVENS J,PACINTL,2,0
STEVENS R,SALMAN,5,3
STEVENSON G,CABLEHOW,32,42
STEVENSON J,LOOPCAMA,16,74
STEVENSON R,FOXPITT,21,44
STEVENSON R,JANNEY,87,1098
STEVENSON R,JPMORGAN,0,1
STEVENSON R,MACQUARI,34,193
STEVENSON W,JOLSON,29,57
STEVES M,RBCDOMIN,63,381
STEWART A,FRCLAYSC,1,2
STEWART B,CFRANOWM,0,2
STEWART B,MERRILL,24,170
STEWART C,HCWAIN,6,8
STEWART C,PIPER,12,34
STEWART D,DESJARD,3,0
STEWART H,HOWARD,69,519
STEWART H,MCLEOD,16,166
STEWART J,GOLDMAN,20,106
STEWART J,JONESTAD,45,102
STEWART J,POINT,87,220
STEWART K,CLKA,12,19
STEWART K,FBOSTON,17,146
STEWART K,FRCLAYSC,27,87
STEWART K,LAWRENCE,38,351
STEWART R,DEACON,28,10
STEWART S,GOLDMAN,13,73
STHANKIYA T,BEREN,4,22
STICHTER J,BTIG,16,36
STICHTER J,JEFFEREG,13,258
STICHTER J,MERRILL,0,1
STIFEL UK EQU,STIFEL,9,0
STILMAR J,FRIEDMAN,6,18
STILMAR J,JOLSON,12,10
STILMAR J,ROBINSON,44,44
STIMPSON A,MERRILL,14,62
STIMPSON A,STEPHENS,0,1
STIMSON R,WRHCO,1,6
STINE E,CRAIG,74,583
STINE E,HCWAIN,0,1
STINE E,NORTHLAN,45,157
STINSON J,CLEVELAN,10,0
STIRLING J,BERN,20,83
STIRLING T,BERN,22,240
STIROH K,BERN,4,6
STISKIN M,TROIKA,1,9
STJERNHOLM S,AROS,1,1
STOCHEL R,CONSUMER,20,91
STOCKTON J,JANCO,0,1
STOCKTON J,MKEEGAN,12,77
STOCKTON J,WHEAT,82,258
"STOCKTON, JR. J",MKEEGAN,3,0
STOFFEL F,MERRILL,10,46
STOGDILL N,FBOSTON,1,1
STOKELD J,VSACAP,1,1
STOKLOSA R,JMDUTTON,0,2
STOLZ T,COKERPAL,0,24
STOLZ T,IBERIA,77,343
STONE J,MKEEGAN,0,1
STONE R,JANNEY,0,1
STONE S,SIDOTI,7,22
STONEMAN R,DEACON,3,0
STORELV/ROSEN,ABG,2,0
STORELV/ROSENLUND,ABG,0,1
STORELV/ROSENLUND/,ABG,0,8
STOREY J,MERRILL,3,19
STOREY S,WILSONAA,2,0
STOREY T,JPMORGAN,1,0
STORMS J,OLMSTEAD,62,456
STORMYR S,DANBORS,9,8
STOROZYNSKI A,GHUNTER,67,316
STOROZYNSKI A,MACQUARI,148,1135
STORVIK O,FEARNLEY,1,1
STOSS A,CANACCOR,0,0
STOSS A,CRAIG,145,750
STOTLER M,BLAIR,7,0
STOTT A,MERRILL,29,229
STOUFFER B,SCOTT,1,0
"STOUFFER CPA, B",SCOTT,0,5
STOVER E,CFRANOWM,0,1
STOVER M,BURNS,0,1
STOVER M,FBOSTON,0,2
STOVER M,GUGGEL,18,102
STOVER M,JPMORGAN,0,1
STOVER M,SUSQUEH,17,226
STOWE J,GABELLCO,2,0
STRALOW J,MRNGSTAR,47,13
STRANAHAN A,MERRILL,28,128
STRANG K,JEFFEREG,1,2
STRASSER D,JANNEY,71,269
STRASSER D,MONTSEC,13,87
STRATON A,CICC,0,1
STRATON A,MORGAN,36,122
STRAUS R,GILFORD,12,0
STRAUS R,RTXSECS,4,0
STRAUSS D,FRCLAYSC,57,324
STRAUSS R,ARETE,53,106
STRAUZER C,CJSSECUR,29,253
STRAWN M,MORGAN,25,88
STRELZIK A,BURNS,72,543
STRELZIK A,CFRANOWM,0,25
STRETCH B,MACQUARI,36,106
STRICKLAND F,JANNEY,12,118
STRINGER J,CFRANOWM,0,1
STRINGER J,NEEDHAM,7,91
STROLLER D,BURNS,0,16
STROM J,CARNEGIE,1,3
STROMINGER J,MABON,1,1
STRONG B,FRCLAYSC,3,37
STRONG J,MCLEOD,1,3
STRONG S,CENKSEC,1,1
STROUSE M,JPMORGAN,60,569
STRUGGER J,MKMPARTN,1,3
STUART P,HOWARD,3,63
STUART P,MCLEOD,17,96
STUART R,LEEDE,1,1
STUBSRUD A,KAUPBANK,2,3
STUBSRUD A,PARETO,10,30
STUBSRUD/HARE,PARETO,3,0
STUBSRUD/HARESTAD,PARETO,0,24
STUBSRUD/ROSE,PARETO,16,0
STUBSRUD/ROSEF,PARETO,0,69
STULPIN C,DAVIDSON,50,219
STULPIN C,HOWEBARN,7,5
STULPIN C,MERION,16,34
STULPIN C,RAYMOND,12,28
STULPIN W,RAYMOND,6,0
STULPIN/BATINICH,RAYMOND,0,1
STULPIN/WOHLH,RAYMOND,1,0
STULPIN/WOHLHUTER,RAYMOND,0,2
STUMP A,LONGBOW,211,521
STUMP A,LOOPCAMA,33,171
STUMP A,NORTHRES,26,36
STUMPHAUZER K,STERNE,18,61
STURGES B,CFRANOWM,0,1
STURGES B,GOEPEL,5,13
STUYCK R,CLEVELAN,3,3
STYBLO D,JEFFEREG,16,174
STYRMAN A,AROS,29,51
STYRMAN A,CARNEGIE,12,15
STYRMAN A,JBEF,0,4
STYRMAN/HANNI,AROS,4,0
STYRMAN/HANNISDAHL,AROS,0,6
SU B,SINOLINK,2,0
SU D,MRNGSTAR,76,2
SU F,CAPELEUR,1,3
SU H,CICC,2,10
SU J,FBOSTON,9,44
SU J,MERRILL,4,14
SU Y,CFRANOWM,0,1
SU Y,HUAFIN,4,5
SUAREZ F,ARPART,16,28
SUAREZ F,CAPELEUR,19,52
SUAREZ F,MCLEOD,27,108
SUAREZ F,RAYMOND,2,7
SUAREZ M,ACCOUNT,3,44
SUAREZ M,EURPACAP,33,90
SUBIN B,BURNS,0,1
SUBIN B,STIFEL,22,160
SUBRAHMANYAM A,MERRILL,6,58
SUBRAHMANYAN N,THEJUDAG,38,89
SUBRAHMANYAN N,WMJM,16,31
SUBRAMANI S,VERISEAR,6,0
SUBRAMANIAN G,MERRILL,0,42
SUBRAMANIAN S,MERRILL,9,0
SUE M,RBCDOMIN,118,706
SUEDE H,XPINV,2,0
SUGIMOTO K,MERRILL,20,52
SUH B,BERN,1,4
SUJIRAVORAKUL P,BUALUANG,1,0
SUKENIK G,ZACKSINV,3,6
SUKHANOVA M,BCSLTD,20,12
SUKHANOVA M,CFRANOWM,0,1
SUKHANOVA M,TROIKA,1,3
SUKHANOVA S,TROIKA,30,10
SUKI W,SCOAST,6,32
SUKUMAR S,DEACON,3,23
SUKUMAR S,GRIFFMCB,3,8
SULEWSKI L,ROBINSON,0,15
SULEWSKI L,SIDOTI,34,57
SULLIVAN B,DOWLING,6,0
SULLIVAN C,ISIGROUP,12,20
SULLIVAN C,JEFFEREG,4,5
SULLIVAN C,WHEAT,26,86
SULLIVAN J,ALEMBIC,44,304
SULLIVAN J,AMERTECH,3,5
SULLIVAN J,BTIG,52,144
SULLIVAN J,CRTCAP,14,31
SULLIVAN J,GHUNTER,52,162
SULLIVAN J,JPMORGAN,13,19
SULLIVAN J,LEERINK,14,16
SULLIVAN J,RBCDOMIN,20,373
SULLIVAN J,STERNE,22,49
SULLIVAN J,THEBENCH,68,155
SULLIVAN M,MERRILL,7,42
SULLIVAN P,FRCLAYSC,2,7
SULLIVAN P,MERRILL,7,15
SULLIVAN R,FBOSTON,4,24
SULLIVAN T,CLALEXHK,13,37
SULLIVAN T,MAXIM,61,306
SULLIVAN T,SIDOTI,37,162
SULLIVAN/FERG,DOWLING,11,0
SULLIVAN/LI,DOWLING,2,0
SULTANIA A,FBOSTON,19,105
SUMAR S,EVERCO,4,15
SUMAR/CESPEDES,EXANE,0,1
SUMBERA J,FAB,0,1
SUMMER R,MRNGSTAR,30,0
SUMMERS B,BEAR,0,2
SUMMERS B,BUCK,0,39
SUMMERS B,MACQUARI,23,88
SUMMERS B,PALIRESE,2,15
SUMMERS B,SUSQUEH,21,86
SUMMERS R,BUCK,10,0
SUMMERS R,PALIRESE,10,0
SUMMERS T,NEWB,4,5
SUMMERS T,WNDRLICH,13,28
SUMMERVILLE M,ALEMBIC,15,81
SUMMERVILLE M,DAVIDSON,62,375
SUMMERVILLE M,DEACON,0,1
SUMMERVILLE M,MCDONALD,33,178
SUMNER C,FRIEDMAN,11,32
SUN B,BOCOM,1,0
SUN D,BNPFH,10,33
SUN D,MORGAN,4,7
SUN J,BOCOM,1,1
SUN J,CHRENUSA,5,7
SUN J,GTJA,6,2
SUN K,CCB,2,6
SUN K,CHINARE,14,0
SUN L,CICC,6,5
SUN L,FBOSTON,1,1
SUN M,BOCOM,10,36
SUN R,CAPELEUR,4,0
SUN S,CAPELEUR,0,2
SUN T,CCB,2,2
SUN T,CMBSEC,4,0
SUN T,HAITONG,1,2
SUN V,MIRAE,2,11
SUN-MATTISON L,BERN,4,9
SUNDARAM A,CFRANOWM,50,228
SUNDARARAJAN S,FAHN,15,18
SUNDARARAJAN S,PARTNERC,2,4
SUNDARARAJAN S,SUMRES,41,105
SUNDBY R,BLAIR,14,0
SUNDERLAND II R,JPMORGAN,21,0
SUNDERLAND R,CFRANOWM,0,1
SUNDERLAND R,JPMORGAN,1,265
SUNEJA Y,GUGGEL,87,285
SUNEJA Y,ROBINSON,33,86
SUNG D,BERN,26,177
SUNG R,GENUITYC,0,2
SUNGUR A,SIDOTI,7,2
SUPINO P,BERN,12,67
SUPINO P,WOLFE,30,78
SUPPIGER E,JOLSON,78,307
SUPPIGER E,SIGNALHI,16,0
SUR H,JPMORGAN,85,945
SUR H,MORGAN,1,14
SURANA A,AVISE,0,3
SURESH A,MACQUARI,1,2
SURI B,BLAIR,119,0
SURI/BHANGARE,BLAIR,2,0
SURI/MURPHY,BLAIR,1,0
SURI/NAPOLI,BLAIR,1,0
SURLA A,MERRILL,1,3
SUSANTO H,GABELLCO,129,0
SUSHMITHA M,CRISPIDE,37,40
SUSSMAN J,ARNHOLDB,24,72
SUSSMAN J,BREAN,28,97
SUSSMAN J,CLARKY,81,369
SUTCH J,STANCARD,7,6
SUTCLIFFE L,BEREN,6,35
SUTHERLAND B,NORTHLAN,25,69
SUTHERLAND B,THEBENCH,92,0
SUTHERLAND R,EUROPAC,1,0
SUTHERLAND S,OLMSTEAD,71,350
SUTHERLAND W,BOENNING,48,114
SUTHERLAND W,EMERGRO,20,36
SUTHERLAND W,THEBENCH,5,308
SUTIJA K,ARETE,9,24
SUTIJA K,CFRANOWM,0,1
SUTTON G,CRAIG,218,816
SUTTON M,EXANE,15,26
SUTTON M,FRCLAYSC,40,141
SUVANNAVEJH G,GOLDMAN,56,162
SUVANNAVEJH G,JEFFEREG,8,8
SUVANNAVEJH G,MCNICOLL,14,51
SUVANNAVEJH G,MIZUSEC,17,74
"SUVANNAVEJH, G",MIZUSEC,2,0
SUZUKI E,MERRILL,76,430
SUZUKI E,RBCDOMIN,0,1
SVANBERG T,STIFEL,77,1053
SVANBERG T,WEISEL,16,201
SVENPLADSEN S,AVONDALE,4,6
SVENSSON N,LAWRENCE,4,9
SVEZIA C,OLMSTEAD,26,236
SVEZIA C,SUSQUEH,48,514
SWAFFIELD F,RBCDOMIN,5,49
SWAHN J,MORGAN,0,1
SWAMINATHAN A,MERRILL,11,72
SWAMINATHAN K,MERRILL,15,63
SWANAPOEL G,BJM,1,0
SWANSON E,MRNGSTAR,34,0
SWANSON J,MORGAN,25,0
SWANSON K,FAHN,0,1
SWANSON K,HOVDE,11,162
SWANSON M,RBCDOMIN,5,70
SWANSON N,HALLUM,10,32
SWANSON S,CROWELL,19,34
SWARTZ M,ROBINSON,71,765
SWARTZBERG M,STIFEL,66,231
SWATLAND N,LEHMAN,1,3
SWEENEY G,BOENNING,28,54
SWEENEY G,CRUTTEN,58,352
SWEENEY S,PIVOTAL,12,19
SWETLISHOFF D,CFRANOWM,0,1
SWETLISHOFF D,GOEPEL,38,122
SWETLISHOFF D,RAYMOND,3,8
SWETT S,KEEFE,27,125
SWETT S,MKEEGAN,56,137
SWINAND P,MRNGSTAR,74,0
SWINAND P,STEPHENS,11,16
SWINBURNE B,MERRILL,0,1
SWINBURNE B,MORGAN,255,1419
SWITZER T,KEEFE,4,39
SWOBODA T,SOGENED,5,9
SYCHEV A,GOLDMAN,5,14
SYED S,MIZUSEC,24,137
SYED S,WOODGUND,3,0
SYED W,ALTACORP,33,372
SYED W,GOLDMAN,222,979
SYED W,MACQUARI,43,96
SYED W,TRISTONE,35,136
SYKES M,CFRANOWM,0,1
SYKES M,GABELLCO,44,0
SYKES M,GOLDMAN,52,386
SYME A,MERRILL,9,23
SYME A,NOMURAUS,11,0
SYNAGOWITZ B,LAWRENCE,2,53
SYNDER E,CHARTERE,3,0
SYNESAEL C,KAUFBRO,30,80
SYNESAEL C,RTXSECS,10,0
SYRNYK A,BURNS,2,9
SYTCHEV M,ALTACORP,1,0
SYTCHEV M,ARETE,0,1
SYTCHEV M,DEACON,5,0
SYTCHEV M,LEVESQUE,20,38
SYTCHEV M,MERRILL,0,1
SYTCHEV M,NCPNOR,1,0
SYTH S,RAYMOND,92,371
SYTH/PARKER,RAYMOND,21,63
SYTH/PARKER/K,RAYMOND,1,0
SYTH/PARKER/KATAI,RAYMOND,0,6
SYVERTSEN A,SIDOTI,62,34
SZACHTMAN M,HISPANO,1,3
SZAFRANIEC K,NORTHRES,4,2
SZE A,LEVESQUE,1,0
SZETO B,FIRSTINV,7,1
SZETO B,PACINTL,7,0
SZOPO P,OPPENGER,1,1
SZORTYKA J,PKOBP,1,0
SZTABOWICZ S,JBEF,6,36
SZYMANSKI M,IPOPEMA,1,0
T,PACMAN,1,0
TABOR N,STIFEL,1,0
TAIANO M,BURKE,10,20
TAIANO M,SANDLER,42,207
TAIANO M,TELSEY,0,1
TAIT G,BURNS,3,1
TAIT G,GKM,10,13
TAIT K,GOLDMAN,11,24
TAKAHASHI K,MERRILL,4,13
TAKAHASHI R,MERRILL,27,75
TAKAHASHI S,MERRILL,2,22
TAKKINEN F,LAKES,27,114
TAL Z,GARGIULO,28,63
TALANIAN K,EVERCO,29,117
TALANIAN K,JPMORGAN,3,3
TALBERT M,CANACCOR,5,29
TALBOT D,CFRANOWM,0,1
TALBOT D,DEACON,21,50
TALBOTT MCGRA M,FRCLAYSC,31,0
TALBOTT MCGRA M,LEHMAN,10,0
TALLER D,THEBENCH,21,28
TALPAZ G,STIFEL,26,172
TALSANIA P,CFRANOWM,0,1
TALSANIA P,EQUISIGH,523,521
TALSANIA P,RAYMOND,0,1
TALWAR R,LAWRENCE,3,13
TAM A,CAPELEUR,4,0
TAM A,CFRANOWM,4,7
TAM A,REDBURN,2,4
TAM G,MACQUARI,11,26
TAM K,FBOSTON,0,1
TAM L,MORGAN,0,6
TAM S,MERRILL,2,7
TAM T,DBSFH,8,0
TAMADA K,DAIWAUS,33,454
TAMAGNO A,BEREN,7,37
TAMAGNO A,CFRANOWM,0,1
TAMAS M,FAHN,3,32
TAMASHIRO S,EXECUTE,5,4
TAMASHIRO/PIN,ITAU,2,0
TAMASHIRO/PINORI,ITAU,0,1
TAMAYO D,CFRANOWM,0,1
TAMAYO D,RAYMOND,37,136
TAMBERRINO D,GOLDMAN,2,450
"TAMBERRINO, C D",GOLDMAN,81,0
TAMERON D,WHEAT,124,55
TAMMINGA N,PIPER,114,845
TAMURA T,MERRILL,5,4
TAN A,GOLDMAN,19,85
TAN C,CIMBFM,1,0
TAN C,GOLDMAN,0,15
TAN K,KIMENG,2,9
TAN K,MACQUARI,2,5
TAN L,DAIWAUS,6,0
TAN L,DIRFH,6,0
TAN L,WORLDSEC,1,0
TAN M,FPRESSPR,4,1
TAN M,GOLDMAN,74,391
TAN M,KGIFR,1,2
TAN S,CAPELEUR,5,1
TAN S,KIMENG,0,1
TAN T,EURPACAP,1,1
TAN Z,MRNGSTAR,14,4
TANAKA S,DAIWAUS,16,192
TANAL S,GOLDMAN,61,341
TANAL S,LEERINK,13,39
TANDON A,ROBINSON,0,1
TANDON A,SEETHRU,0,192
TANDON M,NEEDHAM,86,668
TANDON M,SIGNALHI,19,7
TANEJA M,ENAM,0,4
TANENBAUM Z,MCNICOLL,12,18
TANG B,CENTRE,0,1
TANG B,CICC,2,3
TANG C,GOLDMAN,6,0
TANG C,SINOLINK,3,0
TANG H,MERRILL,1,1
TANG J,CRUTTEN,4,5
TANG J,EBRIGHT,2,0
TANG J,SOOCHOW,2,0
TANG K,JPINVEST,2,3
TANG K,LAWRENCE,16,52
TANG N,EVERCO,3,7
TANG N,EXANE,5,81
TANG N,FBOSTON,0,8
TANG N,MERRILL,2,20
TANG S,CITICSEC,9,8
TANG S,NOMURAFH,4,13
TANG T,JGCAP,5,13
TANG W,GOLDMAN,1,0
TANG-VARNER M,MRNGSTAR,63,2
TANG/FAVRE,EXANE,4,5
TANGANELLI O,BRADESCO,7,0
TANGO R,CRAIG,4,7
TANGO R,GILFORD,4,6
TANNER B,GUGGEL,14,0
TANNER W,CANTORFZ,52,103
TANNER W,FRIEDMAN,24,59
TANNER W,GUGGEL,7,37
TANNER W,LAZARD,80,182
TANNER W,LEERINK,17,0
TANNERS T,CANACCOR,0,1
TANNERS T,CFRANOWM,0,1
TANNERS T,CRUTTEN,0,1
TANNERS T,MERRILL,228,997
TANNERS T,MONTSEC,0,2
TANNERS T,WOLFE,59,216
TANONA W,GOLDMAN,46,78
TANONA W,UNTERBUR,9,22
TANOUS B,RTXSECS,15,0
TANQUILUT B,JEFFEREG,97,788
TANWANTENG J,CJSSECUR,84,447
TAO K,CRUTTEN,73,130
TAO Y,CICC,10,31
TARANTINO D,CFRANOWM,0,3
TARANTINO D,DAVIDSON,0,1
TARANTO D,MERRILL,7,22
TARGETT J,BEREN,11,71
TARGETT J,CFRANOWM,0,2
TARIQ F,FBOSTON,20,334
TARKAN M,FRIEDMAN,15,41
TARKAN M,POINT,65,300
TARKAN M,TOPEKA,8,10
TARLOWE C,JEFFEREG,9,202
TARR H,BEREN,7,34
TARR H,GOLDMAN,10,73
TASDEMIR J,CANACCOR,21,97
TASDEMIR J,TRISTONE,9,18
TASSAN J,PIPER,25,119
TASSO G,MERRILL,0,1
TAUBER R,MRNGSTAR,26,2
TAY C,MERRILL,1,46
TAYAL K,MERRILL,18,173
TAYLOR A,FAHN,0,17
TAYLOR D,CANACCOR,12,1
TAYLOR D,TDSI,0,1
TAYLOR F,MONTSEC,0,6
TAYLOR F,WEISEL,9,39
TAYLOR G,JEFFEREG,0,1
TAYLOR G,JPMORGAN,60,275
TAYLOR G,MONTSEC,0,2
TAYLOR J,SIDOTI,1,0
TAYLOR L,LAWRENCE,32,141
TAYLOR M,FRCLAYSC,88,538
TAYLOR M,JEFFEREG,31,147
TAYLOR M,MRNGSTAR,20,0
TAYLOR M,PICKERIN,5,60
TAYLOR R,CLKA,35,135
TAYLOR RUDARY A,FAHN,1,0
TAYLOR RUDARY L,FAHN,4,0
TAYLOR S,DOLMEN,15,20
TAYLOR/IRIBAR,CRUTTEN,4,0
TAYLOR/IRIBARNE/GU,CRUTTEN,0,19
TE J,MERRILL,2,16
TEAM M,WOLFE,1,0
TEITELBAUM A,KEEFE,2,19
TEIXEIRA A,EURPACAP,0,1
TEIXEIRA A,JPMORGAN,96,892
TEJADA R,MERRILL,4,29
TEJAVIBULYA N,JEFFEREG,1,7
"TEJAVIBULYA, N",JEFFEREG,1,0
TELLES FILHO O,BANIFPRI,1,2
TELLES FILHO O,EXECUTE,1,3
TELLES M,FBOSTON,37,72
TELSEY D,BERN,0,1
TELSEY D,CFRANOWM,0,1
TELSEY D,TELSEY,130,1543
TELSEY D,TOPEKA,0,1
TELZROW D,STEPHENS,7,42
TENG D,NOMURAEU,1,0
TENG D,NOMURAFH,16,27
TENG D,NOMURAUS,11,26
TENG F,BEREN,3,10
TENG F,FBOSTON,1,5
TENNANT A,CFRANOWM,0,1
TENNANT A,FRCLAYSC,0,629
TENNANT A,FRIEDMAN,43,311
TENNANT A,JANNEY,87,517
TENNANT A,WOLFE,36,269
TENNANT C,LEHMAN,1,1
TENNANT C,NOMURAUS,2,8
TENNER G,DAVIDSON,155,1364
TENNER G,FULGLO,12,21
TENNER G,POINT,0,1
TENNER G,ROBINSON,1,9
TENNER G,SOLEILT,21,75
TENTHOFF E,CFRANOWM,0,2
TENTHOFF E,FBOSTON,0,1
TENTHOFF E,MERRILL,0,1
TENTHOFF E,PIPER,238,1085
TEO N,MACQUARI,0,2
TEPPER S,IBI,8,10
TERASEN D,EVERCO,1,0
TERENTIEV M,NOMURAUS,3,8
TERENTIEV M,OTKRITIE,7,0
TERENTIEW A,BURNS,1,3
TERENTIEW A,GOEPEL,18,16
TERENTIEW A,GRIFFMCB,1,12
TERENTIEW A,MCLEOD,3,3
TERENTIEW A,RAYMOND,6,9
TERJANIAN A,CLEVELAN,22,33
TERPOLILLI P,LONGBOW,16,39
TERPOLILLI P,OLMSTEAD,26,86
TERREBROOD H,MCMPART,6,2
TERRELL A,JPMORGAN,0,1
TERRELL A,STEPHENS,31,405
TERRESON D,EVERCO,36,100
TERRESON D,ISIGROUP,58,82
TERRESON D,MORGAN,0,11
TERRY C,LAWRENCE,66,309
TERRY H,ACCOUNT,0,1
TERRY H,CANACCOR,18,39
TERRY H,FBOSTON,34,30
TERRY H,FRIEDMAN,19,68
TERRY H,GOLDMAN,181,1064
TERWILLIGER J,DUNWIL,27,42
TERWILLIGER J,GOLDMAN,0,2
TERWILLIGER J,NORTHLAN,14,20
TERWILLIGER J,THEBENCH,15,25
TERWILLIGER J,WNDRLICH,3,12
TESTA C,NATLSEC,65,143
TESTA C,SIDOTI,3,5
TEUTLI-VADHEIM A,WOLFE,0,11
TEWARI A,JEFFEREG,38,156
TEWARI A,WOLFE,31,32
THACKRAY B,LAWRENCE,10,61
THACKRAY B,MRNGSTAR,0,1
THADANI N,RESEARCH,3,11
THADHANI A,GILFORD,8,34
THAKKAR A,BURNS,18,129
THAKKAR A,LAWRENCE,6,32
THAKKAR A,MERRILL,13,40
THAKKAR L,CAPELEUR,5,29
THAKKAR M,FRIEDMAN,23,186
THALACKER J,BURNS,38,573
THALHIMER A,DAVIS,56,271
THALHIMER A,SCOTT,72,166
THARANI S,GOLDMAN,205,692
THEAL C,MACQUARI,3,5
THEAL C,MRNGSTAR,0,1
THEAL C,TRISTONE,5,12
THEODORE H,AMRO,1,5
THERIAULT S,DEACON,8,0
THERIAULT S,MERRILL,36,47
THEROND L,SBGSEC,5,5
THEURER B,FRCLAYSC,77,283
THIBAULT M,BTIG,28,189
THIELMAN B,DAVIDSON,212,1295
THIELMAN B,FRCLAYSC,0,1
THILL B,FAHN,0,1
THILL B,GREWEL,0,1
THILL B,JEFFEREG,121,1378
THILL B,JYSKE,0,1
THILL/FITZGER,JEFFEREG,4,0
THILL/FITZGERALD,JEFFEREG,0,40
THIND S,JEFFEREG,38,372
THOMA S,EDJONES,1,0
THOMAS A,SOGENED,4,0
THOMAS B,LEHMAN,0,6
THOMAS B,MCDONALD,153,551
THOMAS D,LADENBUR,0,1
THOMAS D,PEREIRE,1,0
THOMAS J,CAPELEUR,2,2
THOMAS K,FGS,33,3
THOMAS L,STIFEL,1,16
THOMAS M,FRCLAYSC,1,1
THOMAS N,GOLDMAN,2,3
THOMAS N,MERRILL,3,23
THOMAS P,GOLDMAN,16,61
THOMAS P,MERRILL,5,20
THOMAS T,MCDONALD,148,309
THOMAS T,SIDOTI,10,0
THOMAS-MARTIN T,BURNS,4,14
THOMAS-MARTIN T,SIDOTI,11,61
THOMAS-MARTIN/JOHN,BURNS,0,1
THOMASEN F,GOLDMAN,0,2
THOMASON E,LIBECAP,1,0
THOMISON J,HILLIARD,129,283
THOMMESEN N,CFRANOWM,0,1
THOMMESEN N,FEARNLEY,4,10
THOMPSON A,STIFEL,20,60
THOMPSON B,GOLDMAN,8,26
THOMPSON C,CFRANOWM,0,2
THOMPSON C,GOEPEL,38,27
THOMPSON C,PACINTL,1,0
THOMPSON C,RAYMOND,12,23
THOMPSON J,FAHN,12,4
THOMPSON J,JPMORGAN,1,0
THOMPSON J,PORTALES,17,1
THOMPSON K,AVONDALE,18,67
THOMPSON K,LEVESQUE,42,62
THOMPSON K,PACINTL,1,1
THOMPSON K,THOMPRES,70,209
THOMPSON L,ZACKSINV,12,76
THOMPSON R,AVISE,0,1
THOMPSON R,BURNS,16,162
THOMPSON S,FRIEDMAN,24,78
THOMPSON S,OLMSTEAD,10,19
THOMPSON W,FRCLAYSC,30,74
THOMSEN J,JYSKE,1,0
